gen,GA mean,GA var,DE mean,DE var,GDE mean,GDE var,CCHIHH_base mean,CCHIHH_base var,CCHIHH_stable mean,CCHIHH_stable var
50,2074.636,3142.178143999996,2070.487,1939.0789609999963,2015.2239999999997,2716.816344000004,2006.9919999999997,632.3795559999998,2004.3790000000001,1127.4019089999979
100,2072.016,3167.1749839999993,2070.487,1939.0789609999963,1934.194,2858.752924,1903.2369999999999,1272.0514609999998,1909.984,1637.5817440000012
150,2066.25,3748.704699999997,2070.487,1939.0789609999963,1877.48,1791.258980000001,1845.216,1702.209803999999,1847.364,3007.2898040000036
200,2065.344,3683.3115840000005,2070.487,1939.0789609999963,1839.266,2043.7468039999997,1812.655,2252.633485000003,1805.65,4678.118000000004
250,2063.5389999999998,3520.160668999995,2070.487,1939.0789609999963,1796.1119999999999,765.8909560000011,1787.381,2109.1994889999996,1759.105,7253.1968250000045
300,2059.948,3751.756875999997,2068.705,1868.0698249999975,1766.536,716.358863999999,1765.3310000000001,2683.5231890000014,1721.595,6480.347165000001
350,2053.911,2732.5897890000024,2068.705,1868.0698249999975,1743.967,682.6300010000002,1749.596,3248.0221039999947,1684.187,4680.914841000001
400,2051.151,2476.9327089999997,2068.705,1868.0698249999975,1721.563,588.2896809999991,1729.7400000000002,2774.8229599999954,1653.534,3437.613883999996
450,2049.399,2454.4044089999943,2068.705,1868.0698249999975,1699.9950000000001,710.8683849999999,1716.036,3266.4403839999986,1627.306,2904.6671840000013
500,2043.7759999999998,2648.6835440000013,2068.678,1867.4335159999978,1684.1689999999999,593.9886289999993,1700.598,3296.0280159999993,1605.233,2536.794901
550,2043.182,2662.5205959999994,2067.1690000000003,1852.7313289999977,1668.637,447.46806099999924,1691.221,3692.770669,1588.889,2251.6026090000023
600,2041.905,2607.6208449999967,2067.1690000000003,1852.7313289999977,1649.92,879.336099999999,1677.7759999999998,4225.157404,1573.56,2015.8705399999974
650,2036.0009999999997,2993.2159289999977,2061.8650000000002,1278.594545,1637.117,822.4155810000004,1669.461,4496.260589000006,1557.281,1673.6393289999978
700,2031.145,3744.3116250000057,2061.8650000000002,1278.594545,1628.774,850.0515040000024,1657.827,4655.471621000004,1541.751,1172.292309000002
750,2029.6889999999999,3827.0382289999966,2061.8650000000002,1278.594545,1617.72,744.7004199999992,1646.618,5175.519636000001,1528.951,990.1868090000016
800,2024.2830000000001,3570.188721,2061.546,1276.712764,1605.303,838.2604410000004,1637.8629999999998,5394.984801,1520.719,944.3058890000026
850,2023.003,3457.400321,2061.546,1276.712764,1595.602,718.6285159999992,1629.053,5869.135600999994,1510.124,735.4956240000001
900,2019.223,3714.3225409999927,2061.546,1276.712764,1585.339,616.9931689999987,1622.644,6384.060803999995,1501.01,690.0785800000001
950,2015.997,3780.6215209999996,2061.546,1276.712764,1579.272,635.1788159999986,1613.949,6577.867208999999,1495.2559999999999,663.0598040000004
1000,2015.748,3771.2542760000033,2061.546,1276.712764,1572.916,700.5574840000004,1608.2459999999999,6592.706143999998,1488.375,690.5475449999982
1050,2015.25,3768.4751600000004,2061.546,1276.712764,1567.703,751.1964610000008,1600.94,6516.633999999995,1479.9879999999998,595.637756
1100,2012.507,3582.422660999996,2061.546,1276.712764,1559.831,788.9268289999994,1594.733,6600.905600999994,1474.341,744.3591290000015
1150,2006.9360000000001,3529.8705840000002,2061.546,1276.712764,1553.633,825.690481,1587.507,6619.938441000001,1467.78,778.8060599999991
1200,2002.503,3287.255520999997,2061.546,1276.712764,1547.748,785.0599759999989,1581.211,6233.7396690000005,1463.406,796.1444439999996
1250,2001.8759999999997,3259.9521239999967,2061.546,1276.712764,1540.2620000000002,813.8855560000001,1570.795,5943.309124999998,1458.709,852.7108090000005
1300,1997.5169999999998,3356.3259809999954,2061.546,1276.712764,1536.858,809.6827759999996,1561.624,5315.0361240000075,1453.986,925.5493840000012
1350,1994.6680000000001,3507.268636000002,2061.546,1276.712764,1532.422,853.3344959999977,1553.313,5251.151721000004,1450.341,943.1037290000002
1400,1989.89,3912.705999999997,2061.546,1276.712764,1527.058,804.6634360000004,1545.888,4560.479636,1445.731,987.529389
1450,1988.9150000000002,3891.2200650000036,2061.546,1276.712764,1523.437,771.3233810000012,1539.922,3975.6081559999934,1441.356,1006.0703640000013
1500,1988.2189999999998,3876.8634090000014,2061.546,1276.712764,1518.965,798.101365000002,1535.732,3695.4230960000014,1437.533,1012.4902810000012
1550,1980.988,3918.508056,2061.546,1276.712764,1514.3220000000001,848.8684960000004,1531.625,3704.374884999994,1433.085,1010.0539449999997
1600,1979.5279999999998,3844.4556959999986,2061.546,1276.712764,1508.719,849.4878690000003,1526.041,3414.4543490000033,1428.883,1090.913561
1650,1978.8239999999998,3849.035663999999,2061.546,1276.712764,1504.697,887.5131210000003,1521.388,3232.8952159999994,1422.808,1145.8132160000011
1700,1977.6560000000002,3895.8562840000036,2061.546,1276.712764,1501.035,817.3306850000009,1516.4209999999998,3018.9751890000016,1418.724,1279.9850640000016
1750,1973.7189999999998,3967.9215890000028,2061.546,1276.712764,1498.1370000000002,792.8034410000002,1511.402,3130.644476000001,1414.637,1328.6647610000014
1800,1971.382,4082.981936000001,2061.546,1276.712764,1494.5430000000001,820.0487810000008,1505.3690000000001,3217.7347689999983,1411.336,1337.0360440000045
1850,1969.714,4081.790124,2061.546,1276.712764,1491.136,823.6671039999983,1502.018,3128.4073959999996,1408.28,1365.3546999999999
1900,1968.318,4099.794176000001,2061.546,1276.712764,1487.8290000000002,889.3975490000009,1494.341,2602.7312490000036,1405.7069999999999,1367.576521000002
1950,1964.443,4405.773120999999,2061.546,1276.712764,1484.854,863.9957440000004,1488.325,2406.5898850000044,1404.075,1366.3292249999975
2000,1962.589,4352.172628999998,2061.546,1276.712764,1482.009,782.2498889999989,1483.569,2438.331828999998,1400.467,1380.6758410000023
2050,1962.154,4325.985664,2061.546,1276.712764,1479.1299999999999,741.2300800000017,1479.42,2517.172340000002,1397.2549999999999,1454.4860250000006
2100,1961.407,4322.740161,2061.471,1276.207789,1475.748,690.5649759999999,1476.636,2403.400164000004,1393.877,1540.957420999998
2150,1961.256,4312.162303999995,2061.471,1276.207789,1473.729,679.6876089999995,1473.6380000000001,2302.3111560000007,1391.541,1606.8563490000026
2200,1960.4569999999999,4345.990900999993,2061.471,1276.207789,1471.4950000000001,702.6713649999998,1469.6680000000001,2192.5231960000006,1389.4,1654.1144200000006
2250,1959.605,4425.6750449999945,2061.471,1276.207789,1469.563,703.2918809999996,1465.356,2082.4764839999984,1387.4950000000001,1722.5584049999998
2300,1958.967,4382.886580999995,2061.471,1276.207789,1467.397,703.899260999998,1459.8629999999998,1942.4776809999973,1385.239,1735.9224090000014
2350,1958.4270000000001,4434.445800999998,2061.471,1276.207789,1464.279,666.8544890000012,1457.4479999999999,1888.8604959999964,1383.3,1793.786020000002
2400,1958.203,4410.090540999999,2061.1310000000003,1275.1884690000002,1462.2350000000001,664.5094450000021,1455.479,1929.932569000001,1382.142,1786.7931160000048
2450,1957.5130000000001,4391.9876810000005,2061.1310000000003,1275.1884690000002,1459.5610000000001,642.421969,1453.133,1835.5643210000012,1379.934,1739.8891040000017
