gen,offload_GA,offload_DE,offload_BITFLIP,offload_RESAMPLE,seq_GA,seq_SWAP,seq_VNS,seq_RESAMPLE,dev_DE,dev_GDE,dev_LEVY,dev_RESAMPLE,overall_GA,overall_DE,overall_GDE,overall_BITFLIP,overall_SWAP,overall_VNS,overall_LEVY,overall_RESAMPLE
50,0.05,0.6775,0.245,0.0275,0.295,0.6625,0.025,0.0175,0.2725,0.665,0.035,0.0275,0.115,0.316667,0.221667,0.0816667,0.220833,0.00833333,0.0116667,0.0241667
100,0.07,0.6825,0.2475,0,0.3525,0.295,0.3525,0,0.55,0.0575,0.385,0.0075,0.140833,0.410833,0.0191667,0.0825,0.0983333,0.1175,0.128333,0.0025
150,0.0775,0.7975,0.125,0,0.345,0.36,0.2925,0.0025,0.3325,0.2475,0.415,0.005,0.140833,0.376667,0.0825,0.0416667,0.12,0.0975,0.138333,0.0025
200,0.12,0.8025,0.0775,0,0.2975,0.515,0.1875,0,0.2175,0.5725,0.21,0,0.139167,0.34,0.190833,0.0258333,0.171667,0.0625,0.07,0
250,0.175,0.6875,0.1325,0.005,0.2425,0.4275,0.33,0,0.135,0.735,0.13,0,0.139167,0.274167,0.245,0.0441667,0.1425,0.11,0.0433333,0.00166667
300,0.375,0.55,0.075,0,0.2125,0.5125,0.275,0,0.1525,0.6725,0.175,0,0.195833,0.234167,0.224167,0.025,0.170833,0.0916667,0.0583333,0
350,0.41,0.555,0.035,0,0.1775,0.6925,0.13,0,0.1225,0.8075,0.07,0,0.195833,0.225833,0.269167,0.0116667,0.230833,0.0433333,0.0233333,0
400,0.4925,0.46,0.0475,0,0.2925,0.445,0.2625,0,0.27,0.635,0.095,0,0.261667,0.243333,0.211667,0.0158333,0.148333,0.0875,0.0316667,0
450,0.4925,0.44,0.0675,0,0.4275,0.4175,0.155,0,0.28,0.615,0.105,0,0.306667,0.24,0.205,0.0225,0.139167,0.0516667,0.035,0
500,0.53,0.4225,0.0475,0,0.115,0.615,0.27,0,0.055,0.87,0.075,0,0.215,0.159167,0.29,0.0158333,0.205,0.09,0.025,0
550,0.55,0.3525,0.0975,0,0.2625,0.4575,0.28,0,0.1225,0.8225,0.055,0,0.270833,0.158333,0.274167,0.0325,0.1525,0.0933333,0.0183333,0
600,0.4975,0.42,0.0825,0,0.235,0.4575,0.3075,0,0.1675,0.7125,0.12,0,0.244167,0.195833,0.2375,0.0275,0.1525,0.1025,0.04,0
650,0.4775,0.445,0.0775,0,0.1625,0.6525,0.185,0,0.1825,0.7025,0.115,0,0.213333,0.209167,0.234167,0.0258333,0.2175,0.0616667,0.0383333,0
700,0.4675,0.4775,0.055,0,0.2275,0.51,0.2625,0,0.275,0.6825,0.0425,0,0.231667,0.250833,0.2275,0.0183333,0.17,0.0875,0.0141667,0
750,0.5025,0.4275,0.07,0,0.45,0.45,0.0975,0.0025,0.3425,0.6,0.0575,0,0.3175,0.256667,0.2,0.0233333,0.15,0.0325,0.0191667,0.000833333
800,0.53,0.415,0.055,0,0.3975,0.54,0.0625,0,0.3325,0.6,0.0675,0,0.309167,0.249167,0.2,0.0183333,0.18,0.0208333,0.0225,0
850,0.57,0.39,0.04,0,0.24,0.55,0.21,0,0.39,0.535,0.075,0,0.27,0.26,0.178333,0.0133333,0.183333,0.07,0.025,0
900,0.485,0.46,0.055,0,0.275,0.4675,0.2575,0,0.22,0.6925,0.0875,0,0.253333,0.226667,0.230833,0.0183333,0.155833,0.0858333,0.0291667,0
950,0.4575,0.46,0.0825,0,0.295,0.5125,0.1925,0,0.4125,0.51,0.075,0.0025,0.250833,0.290833,0.17,0.0275,0.170833,0.0641667,0.025,0.000833333
1000,0.4925,0.465,0.0425,0,0.28,0.5475,0.1725,0,0.1775,0.7625,0.06,0,0.2575,0.214167,0.254167,0.0141667,0.1825,0.0575,0.02,0
1050,0.4775,0.505,0.015,0.0025,0.3725,0.45,0.175,0.0025,0.2825,0.655,0.0625,0,0.283333,0.2625,0.218333,0.005,0.15,0.0583333,0.0208333,0.00166667
