config,mean,std,best,median,worst,mean±std
bandit_adaptive,0.02604341,0.0009363528328929577,0.0249303,0.02589325,0.0277064,0.026043 ± 0.000936
random_ops,0.02548192,0.0009581519118710884,0.0244137,0.025272049999999997,0.0272136,0.025482 ± 0.000958
fixed_ops,0.02607976,0.0005765152753107821,0.0253169,0.026029950000000003,0.0270635,0.026080 ± 0.000577
