Command: 'build_codex\Release\CED_Schedule.exe' '--solver' 'CCHIHH' '--stable' '--resample_gate' '15' '--cchihh_fixed_ops' '--data_dir' 'data' '--data_file' 'data_matrix_T200_E100_D300.txt' '--generations' '10000' '--log_every' '50' '--nsubpop' '8' '--seed' '1' '--cnum' '100' '--enum' '100' '--dnum' '300' '--tnum' '200' '--mopt' '5' '--cchihh_op_stats' 'results\operator_ablation\T200\fixedbest\op_freq_fixedbest_T200_run0.csv' '--cchihh_op_stats_every' '50' '--cchihh_global_stats' 'results\operator_ablation\T200\fixedbest\global_stats_fixedbest_T200_run0.csv' '--cchihh_global_stats_every' '50'
=== CED_Schedule Configuration ===
Data directory: "data"
Data file: data_matrix_T200_E100_D300.txt
Generations: 10000
Population size: 40
Random seed: 1
Pini (heuristic prob): 0.4
Objective alpha: 0.5
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/200/5
Migration: disabled
Stable mode: enabled
  resample_gate=15 reward_clip=0.2 eps0=0.2 eps_min=0.02 eps_k=0.01 lr0=0.05 lr_k=0.002
CCHIHH gate: enabled
CCHIHH blocks: enabled
CCHIHH migration: enabled
CCHIHH op mode: bandit
CCHIHH fixed ops: enabled
CCHIHH op stats: results\operator_ablation\T200\fixedbest\op_freq_fixedbest_T200_run0.csv
CCHIHH global stats: results\operator_ablation\T200\fixedbest\global_stats_fixedbest_T200_run0.csv
=================================
[Initial] Loading data from: "data\\data_matrix_T200_E100_D300.txt"
[Normalization] f1_ref (makespan) = 22665.1
[Normalization] f2_ref (energy) = 1874.7
[Normalization] alpha = 0.5

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=200, M_Jnum=200, M_OPTnum=5, ops=1000
  Nvar=2400, popsize=40, nSubpop=8
  Block 0 (offload): start=0, len=400
  Block 1 (seq): start=400, len=1000
  Block 2 (dev): start=1400, len=1000
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 0.111917
Gen 50: best_fit = 0.0788978
Gen 100: best_fit = 0.0727758
Gen 150: best_fit = 0.068721
Gen 200: best_fit = 0.0657913
Gen 250: best_fit = 0.0636863
Gen 300: best_fit = 0.0621097
Gen 350: best_fit = 0.0602595
Gen 400: best_fit = 0.0591674
Gen 450: best_fit = 0.058189
Gen 500: best_fit = 0.0573761
Gen 550: best_fit = 0.0564695
Gen 600: best_fit = 0.0558902
Gen 650: best_fit = 0.0554534
Gen 700: best_fit = 0.0543198
Gen 750: best_fit = 0.0539498
Gen 800: best_fit = 0.0536676
Gen 850: best_fit = 0.0532921
Gen 900: best_fit = 0.0528774
Gen 950: best_fit = 0.0527529
Gen 1000: best_fit = 0.0526022
Gen 1050: best_fit = 0.0524892
Gen 1100: best_fit = 0.0524548
Gen 1150: best_fit = 0.0523448
Gen 1200: best_fit = 0.0523028
Gen 1250: best_fit = 0.0522221
Gen 1300: best_fit = 0.0521564
Gen 1350: best_fit = 0.0516573
