Command: 'build_codex\Release\CED_Schedule.exe' '--solver' 'CCHIHH' '--stable' '--resample_gate' '15' '--cchihh_fixed_ops' '--data_dir' 'data' '--data_file' 'data_matrix_T200_E100_D300.txt' '--generations' '10000' '--log_every' '50' '--nsubpop' '8' '--seed' '8' '--cnum' '100' '--enum' '100' '--dnum' '300' '--tnum' '200' '--mopt' '5' '--cchihh_op_stats' 'results\operator_ablation\T200\fixedbest\op_freq_fixedbest_T200_run7.csv' '--cchihh_op_stats_every' '50' '--cchihh_global_stats' 'results\operator_ablation\T200\fixedbest\global_stats_fixedbest_T200_run7.csv' '--cchihh_global_stats_every' '50'
=== CED_Schedule Configuration ===
Data directory: "data"
Data file: data_matrix_T200_E100_D300.txt
Generations: 10000
Population size: 40
Random seed: 8
Pini (heuristic prob): 0.4
Objective alpha: 0.5
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/200/5
Migration: disabled
Stable mode: enabled
  resample_gate=15 reward_clip=0.2 eps0=0.2 eps_min=0.02 eps_k=0.01 lr0=0.05 lr_k=0.002
CCHIHH gate: enabled
CCHIHH blocks: enabled
CCHIHH migration: enabled
CCHIHH op mode: bandit
CCHIHH fixed ops: enabled
CCHIHH op stats: results\operator_ablation\T200\fixedbest\op_freq_fixedbest_T200_run7.csv
CCHIHH global stats: results\operator_ablation\T200\fixedbest\global_stats_fixedbest_T200_run7.csv
=================================
[Initial] Loading data from: "data\\data_matrix_T200_E100_D300.txt"
[Normalization] f1_ref (makespan) = 22665.1
[Normalization] f2_ref (energy) = 1883.51
[Normalization] alpha = 0.5

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=200, M_Jnum=200, M_OPTnum=5, ops=1000
  Nvar=2400, popsize=40, nSubpop=8
  Block 0 (offload): start=0, len=400
  Block 1 (seq): start=400, len=1000
  Block 2 (dev): start=1400, len=1000
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 0.0990317
Gen 50: best_fit = 0.0757963
Gen 100: best_fit = 0.0694344
Gen 150: best_fit = 0.0645962
Gen 200: best_fit = 0.062341
Gen 250: best_fit = 0.0597909
Gen 300: best_fit = 0.0577252
Gen 350: best_fit = 0.0564126
Gen 400: best_fit = 0.0552351
Gen 450: best_fit = 0.0544545
Gen 500: best_fit = 0.0540059
Gen 550: best_fit = 0.0534253
Gen 600: best_fit = 0.0530399
Gen 650: best_fit = 0.0527633
Gen 700: best_fit = 0.0525616
Gen 750: best_fit = 0.0521523
Gen 800: best_fit = 0.0519893
Gen 850: best_fit = 0.0516161
Gen 900: best_fit = 0.0514725
Gen 950: best_fit = 0.0514292
Gen 1000: best_fit = 0.0513386
Gen 1050: best_fit = 0.0511615
Gen 1100: best_fit = 0.0510587
Gen 1150: best_fit = 0.0509699
Gen 1200: best_fit = 0.050938
Gen 1250: best_fit = 0.050909
Gen 1300: best_fit = 0.0508919
Gen 1350: best_fit = 0.0508919
Gen 1400: best_fit = 0.0508919
Gen 1450: best_fit = 0.0508919
Gen 1500: best_fit = 0.0508431
Gen 1550: best_fit = 0.0508266
Gen 1600: best_fit = 0.0508249
Gen 1650: best_fit = 0.0507798
Gen 1700: best_fit = 0.0507635
Gen 1750: best_fit = 0.0507401
Gen 1800: best_fit = 0.0507207
Gen 1850: best_fit = 0.050694
Gen 1900: best_fit = 0.0506644
Gen 1950: best_fit = 0.0506569
Gen 2000: best_fit = 0.0506254
Gen 2050: best_fit = 0.0505359
Gen 2100: best_fit = 0.0504886
Gen 2150: best_fit = 0.0504573
Gen 2200: best_fit = 0.050401
Gen 2250: best_fit = 0.0503683
Gen 2300: best_fit = 0.0503683
Gen 2350: best_fit = 0.0503147
Gen 2400: best_fit = 0.0502874
Gen 2450: best_fit = 0.0500353
Gen 2500: best_fit = 0.0500342
Gen 2550: best_fit = 0.0500107
Gen 2600: best_fit = 0.049991
Gen 2650: best_fit = 0.0499891
Gen 2700: best_fit = 0.0497654
Gen 2750: best_fit = 0.0497654
Gen 2800: best_fit = 0.0497654
Gen 2850: best_fit = 0.0496599
Gen 2900: best_fit = 0.0496333
Gen 2950: best_fit = 0.0496323
Gen 3000: best_fit = 0.0496225
Gen 3050: best_fit = 0.0496132
Gen 3100: best_fit = 0.0494412
Gen 3150: best_fit = 0.0494218
Gen 3200: best_fit = 0.0494079
Gen 3250: best_fit = 0.0493856
Gen 3300: best_fit = 0.0493856
Gen 3350: best_fit = 0.0493833
Gen 3400: best_fit = 0.0493833
Gen 3450: best_fit = 0.0493745
Gen 3500: best_fit = 0.0493745
Gen 3550: best_fit = 0.0493607
Gen 3600: best_fit = 0.0493082
Gen 3650: best_fit = 0.0493029
Gen 3700: best_fit = 0.0492466
Gen 3750: best_fit = 0.0491999
Gen 3800: best_fit = 0.0491468
Gen 3850: best_fit = 0.0491239
Gen 3900: best_fit = 0.0490902
Gen 3950: best_fit = 0.0490899
Gen 4000: best_fit = 0.0490899
Gen 4050: best_fit = 0.0490899
Gen 4100: best_fit = 0.0490853
Gen 4150: best_fit = 0.0490853
Gen 4200: best_fit = 0.0490853
Gen 4250: best_fit = 0.0490853
Gen 4300: best_fit = 0.0490536
Gen 4350: best_fit = 0.0489298
Gen 4400: best_fit = 0.0488234
Gen 4450: best_fit = 0.048817
Gen 4500: best_fit = 0.0487758
Gen 4550: best_fit = 0.0486678
Gen 4600: best_fit = 0.048633
Gen 4650: best_fit = 0.048633
Gen 4700: best_fit = 0.0485299
Gen 4750: best_fit = 0.0485246
Gen 4800: best_fit = 0.0485246
Gen 4850: best_fit = 0.0485246
Gen 4900: best_fit = 0.0485246
Gen 4950: best_fit = 0.0485246
Gen 5000: best_fit = 0.0485246
Gen 5050: best_fit = 0.0485246
Gen 5100: best_fit = 0.0485246
Gen 5150: best_fit = 0.0485246
Gen 5200: best_fit = 0.0485246
Gen 5250: best_fit = 0.0485246
Gen 5300: best_fit = 0.0485246
Gen 5350: best_fit = 0.0485246
Gen 5400: best_fit = 0.0484775
Gen 5450: best_fit = 0.0484775
Gen 5500: best_fit = 0.0484355
Gen 5550: best_fit = 0.0484167
Gen 5600: best_fit = 0.0484039
Gen 5650: best_fit = 0.0484039
Gen 5700: best_fit = 0.0484013
Gen 5750: best_fit = 0.0482943
Gen 5800: best_fit = 0.0482942
Gen 5850: best_fit = 0.0482942
Gen 5900: best_fit = 0.0482423
Gen 5950: best_fit = 0.0481942
Gen 6000: best_fit = 0.0481942
Gen 6050: best_fit = 0.0481942
Gen 6100: best_fit = 0.0481942
Gen 6150: best_fit = 0.0481942
Gen 6200: best_fit = 0.0481942
Gen 6250: best_fit = 0.0481931
Gen 6300: best_fit = 0.0481298
Gen 6350: best_fit = 0.0481256
Gen 6400: best_fit = 0.048088
Gen 6450: best_fit = 0.048088
Gen 6500: best_fit = 0.0480682
Gen 6550: best_fit = 0.0480682
Gen 6600: best_fit = 0.0480342
Gen 6650: best_fit = 0.0480342
Gen 6700: best_fit = 0.0480342
Gen 6750: best_fit = 0.0480342
Gen 6800: best_fit = 0.0479766
Gen 6850: best_fit = 0.0479766
Gen 6900: best_fit = 0.0479766
Gen 6950: best_fit = 0.0479766
Gen 7000: best_fit = 0.0479461
Gen 7050: best_fit = 0.0479274
Gen 7100: best_fit = 0.0479265
Gen 7150: best_fit = 0.0478868
Gen 7200: best_fit = 0.0478868
Gen 7250: best_fit = 0.0478719
Gen 7300: best_fit = 0.0478719
Gen 7350: best_fit = 0.0477934
Gen 7400: best_fit = 0.0477934
Gen 7450: best_fit = 0.0477846
Gen 7500: best_fit = 0.0477846
Gen 7550: best_fit = 0.047766
Gen 7600: best_fit = 0.047766
Gen 7650: best_fit = 0.047766
Gen 7700: best_fit = 0.047765
Gen 7750: best_fit = 0.047765
Gen 7800: best_fit = 0.0477601
Gen 7850: best_fit = 0.0477433
Gen 7900: best_fit = 0.0477433
Gen 7950: best_fit = 0.0477433
Gen 8000: best_fit = 0.0477433
Gen 8050: best_fit = 0.0477433
Gen 8100: best_fit = 0.0477433
Gen 8150: best_fit = 0.0477433
Gen 8200: best_fit = 0.0477265
Gen 8250: best_fit = 0.0477265
Gen 8300: best_fit = 0.0477265
Gen 8350: best_fit = 0.0477265
Gen 8400: best_fit = 0.0477265
Gen 8450: best_fit = 0.0476421
Gen 8500: best_fit = 0.0476421
Gen 8550: best_fit = 0.0476324
Gen 8600: best_fit = 0.0476324
Gen 8650: best_fit = 0.0476324
Gen 8700: best_fit = 0.0476324
Gen 8750: best_fit = 0.0476324
Gen 8800: best_fit = 0.0476324
Gen 8850: best_fit = 0.0476324
Gen 8900: best_fit = 0.0476324
Gen 8950: best_fit = 0.0476324
Gen 9000: best_fit = 0.0476324
Gen 9050: best_fit = 0.0475988
Gen 9100: best_fit = 0.0475988
Gen 9150: best_fit = 0.0475988
Gen 9200: best_fit = 0.0475988
Gen 9250: best_fit = 0.0475976
Gen 9300: best_fit = 0.0473895
Gen 9350: best_fit = 0.0473895
Gen 9400: best_fit = 0.0473895
Gen 9450: best_fit = 0.0473594
Gen 9500: best_fit = 0.0473594
Gen 9550: best_fit = 0.0473594
Gen 9600: best_fit = 0.0473594
Gen 9650: best_fit = 0.0473015
Gen 9700: best_fit = 0.0472958
Gen 9750: best_fit = 0.0472631
Gen 9800: best_fit = 0.0472631
Gen 9850: best_fit = 0.0472631
Gen 9900: best_fit = 0.0472631
Gen 9950: best_fit = 0.047253
Gen 10000: best_fit = 0.047253

=== Final Results (CC-HIHH-UCB) ===
Solver: CCHIHH
Subpopulations per block: 8
Generations = 10000
The best solution = 0.047253
CCHIHH gate_blocked_total = 0
CCHIHH gate_fallback_total = 0
Time = 59.4 s
