gen,best_fitness,avg_fitness,diversity,epsilon,stagnation,gate_blocked_count,gate_fallback_count
50,0.07980026921407889,0.08130614334726986,0.03669647546163608,0.1225252788368832,5,0,0
100,0.07463127132105762,0.07610829495847597,0.01493217077644801,0.07431533820440915,1,0,0
150,0.0714649407562237,0.07226017968564163,0.005189467059062852,0.04507453110788775,0,0,0
200,0.06811601201880083,0.06836936929881327,0.001599941926439238,0.02733908508910477,3,0,0
250,0.06546519790702887,0.06577934182185315,0.001127615025426285,0.02,3,0,0
300,0.06303362640855847,0.06338210572897583,0.0006329646172786743,0.02,1,0,0
350,0.06063054699006619,0.06095836924089183,0.0005782158793614032,0.02,5,0,0
400,0.05892855964874627,0.05947944485474228,0.0004555302109198641,0.02,0,0,0
450,0.05726456098931898,0.05746178719768515,0.0003915718808630071,0.02,3,0,0
500,0.05630018772412002,0.05641002369829082,0.000301495679952662,0.02,7,0,0
550,0.05527030814915704,0.05535903277455404,0.000205987870855639,0.02,1,0,0
600,0.05468812798913678,0.05472259262041324,0.0001191422772942705,0.02,1,0,0
650,0.05414054146722242,0.05420274913242717,0.0001219955171209116,0.02,1,0,0
700,0.0538963583420425,0.05393175525575317,7.584211759692972e-05,0.02,1,0,0
750,0.05361930333711377,0.05367045345115608,0.0002197212084606608,0.02,0,0,0
800,0.05330960319692697,0.0533381077858936,8.914627782560747e-05,0.02,2,0,0
850,0.0532514205229378,0.05325889879413079,9.295462142560804e-05,0.02,0,0,0
900,0.05294327896926598,0.0529526757949764,0.0001018580709360802,0.02,0,0,0
950,0.05290521520855535,0.05290744503676744,6.849474969571096e-05,0.02,2,0,0
1000,0.05289911717473515,0.05289979705869183,7.880498597920437e-05,0.02,0,0,0
1050,0.05285475363153307,0.05286411474650462,8.173356855617805e-05,0.02,0,0,0
1100,0.05275605796387661,0.05275902798643339,0.0001265404992656258,0.02,2,0,0
1150,0.05275332951128803,0.0527540447064291,7.166484388620253e-06,0.02,2,0,0
1200,0.0527306239767894,0.05273064123858345,2.242636301054021e-06,0.02,23,0,0
1250,0.05267572278535733,0.05267572278535735,3.007918923573732e-06,0.02,44,0,0
1300,0.05262663382408844,0.05262968726494902,2.908790786255376e-05,0.02,12,0,0
1350,0.05260251843702615,0.05260262045893715,3.936366628724611e-06,0.02,14,0,0
1400,0.05242891619045376,0.05242908069703407,5.171220875187838e-06,0.02,6,0,0
1450,0.05236805826216218,0.0523719663049669,3.544730026380807e-05,0.02,0,0,0
1500,0.05226702722012971,0.05226756764596258,1.225374302975703e-06,0.02,0,0,0
1550,0.05225234898025853,0.05225234898025849,2.760132926567e-06,0.02,27,0,0
1600,0.05225234898025853,0.05225234898025849,2.76042865057753e-06,0.02,77,0,0
1650,0.05221728607602989,0.05221781268719809,4.17333414508463e-06,0.02,3,0,0
1700,0.05217618706531234,0.05217694441130416,1.731147448589244e-05,0.02,1,0,0
1750,0.05204110335304089,0.05204567880470226,9.584075894750567e-06,0.02,13,0,0
1800,0.05204110335304089,0.05204110335304085,7.166671376866405e-06,0.02,63,0,0
1850,0.05204110335304089,0.05204110335304085,7.187804403034767e-06,0.02,113,0,0
1900,0.051968194509611,0.05197530731437763,5.293069931906643e-06,0.02,1,0,0
1950,0.05194423792026348,0.05194455886732279,8.379022486628764e-06,0.02,5,0,0
2000,0.05191583285859817,0.05191583285859821,9.167304570393048e-06,0.02,36,0,0
2050,0.05185288176055425,0.05185668270376265,4.74287629254323e-06,0.02,0,0,0
2100,0.05175806824312439,0.05175836503050709,6.631974973112951e-06,0.02,5,0,0
2150,0.05175176197930288,0.05175176197930289,8.516430497179266e-06,0.02,28,0,0
2200,0.05175176197930288,0.05175176197930289,8.496868372258082e-06,0.02,78,0,0
2250,0.05174355239598007,0.05174355239598011,2.485135247990318e-06,0.02,39,0,0
2300,0.05174355239598007,0.05174355239598011,2.486082021166598e-06,0.02,89,0,0
2350,0.05173558317979566,0.05173591523047002,1.39900181270512e-06,0.02,14,0,0
2400,0.05173558317979566,0.05173558317979567,1.792722346053122e-06,0.02,64,0,0
2450,0.05161162732023876,0.05161166152575083,1.712956944196556e-06,0.02,22,0,0
2500,0.05157209659363073,0.05157447438579253,5.038865156254443e-06,0.02,17,0,0
2550,0.05157209659363073,0.05157209659363077,6.312733769240281e-06,0.02,67,0,0
2600,0.0515509554617681,0.05155095546176811,4.256477590037881e-06,0.02,48,0,0
2650,0.05153127359378475,0.05153647760644312,3.890660794938378e-06,0.02,4,0,0
2700,0.05148084197603933,0.05148084197603933,4.750499770571305e-06,0.02,42,0,0
2750,0.05147547483953237,0.0514761221921415,5.711117918523972e-06,0.02,5,0,0
2800,0.0514731693080256,0.0514736579626113,9.163939912344495e-06,0.02,21,0,0
2850,0.05144524751182321,0.0514452475118232,5.049752459128732e-06,0.02,27,0,0
2900,0.05141486567775147,0.05142702644860978,4.892586679824097e-06,0.02,1,0,0
2950,0.05141188202153957,0.05141190553744591,8.20370255591406e-06,0.02,13,0,0
3000,0.05140400216799795,0.05140400216799799,1.58728034214965e-05,0.02,23,0,0
3050,0.05140400216799795,0.05140400216799799,1.547103547110479e-05,0.02,73,0,0
3100,0.05140119649528997,0.05140180902650315,1.971240142594971e-05,0.02,13,0,0
3150,0.05140119649528997,0.05140119649529001,1.778586008583025e-05,0.02,63,0,0
3200,0.05140119649528997,0.05140119649529001,1.777600265858627e-05,0.02,113,0,0
3250,0.05140119649528997,0.05140119649529001,1.953608452104514e-05,0.02,163,0,0
3300,0.05140119649528997,0.05140119649529001,1.78106451296677e-05,0.02,213,0,0
3350,0.05139083250572214,0.05139090548001344,7.011114582900656e-06,0.02,15,0,0
3400,0.05139083250572214,0.05139083250572216,6.963358229643151e-06,0.02,65,0,0
3450,0.05129768134315948,0.05129768134315954,1.761792790675017e-06,0.02,25,0,0
3500,0.05129768134315948,0.05129768134315954,1.792691470218494e-06,0.02,75,0,0
3550,0.05129768134315948,0.05129768134315954,1.7624227505389e-06,0.02,125,0,0
3600,0.05129768134315948,0.05129768134315954,1.76269607319404e-06,0.02,175,0,0
3650,0.05125868745994572,0.05125868745994568,2.30626120005428e-06,0.02,46,0,0
3700,0.05125868745994572,0.05125868745994568,2.222257555959567e-06,0.02,96,0,0
3750,0.05116696963933617,0.05116713963437278,7.526356748518504e-06,0.02,15,0,0
3800,0.05098852109948074,0.05098852109948073,6.515180115640231e-06,0.02,36,0,0
3850,0.05098639339356816,0.05098639339356816,2.013911338170269e-06,0.02,24,0,0
3900,0.05096671211387691,0.05096671211387688,4.223855261974714e-06,0.02,38,0,0
3950,0.05096671211387691,0.05096671211387688,4.334616899511577e-06,0.02,88,0,0
4000,0.05094300366171294,0.05094594762176898,4.84173252076307e-06,0.02,5,0,0
4050,0.05089288734417746,0.05090244194575718,6.566057695981765e-06,0.02,8,0,0
4100,0.05083572709920783,0.05084020423491494,3.75486742047948e-06,0.02,12,0,0
4150,0.05077638104745889,0.05077761560621966,3.450076037261556e-06,0.02,2,0,0
4200,0.05076154843775595,0.05076253616406995,6.567098406736095e-06,0.02,1,0,0
4250,0.05076087914095403,0.05076103699925979,1.433160970392539e-05,0.02,6,0,0
4300,0.05075279164602436,0.0507527916460244,1.986488960617693e-05,0.02,42,0,0
4350,0.05075279164602436,0.0507527916460244,1.834072604662861e-05,0.02,92,0,0
4400,0.05073452499715719,0.05073452499715716,1.55367565340188e-05,0.02,30,0,0
4450,0.05073402822532611,0.05073402822532611,1.744051578329086e-05,0.02,24,0,0
4500,0.05073402822532611,0.05073402822532611,1.773043492984215e-05,0.02,74,0,0
4550,0.05073402822532611,0.05073402822532611,1.8512165535644e-05,0.02,124,0,0
4600,0.05073402822532611,0.05073402822532611,1.519889307840512e-05,0.02,174,0,0
4650,0.05073402822532611,0.05073402822532611,1.742233593662023e-05,0.02,224,0,0
4700,0.05073402822532611,0.05073402822532611,1.742485334320207e-05,0.02,274,0,0
4750,0.05073402822532611,0.05073402822532611,1.769460657500592e-05,0.02,324,0,0
4800,0.05073402822532611,0.05073402822532611,1.513252244189478e-05,0.02,374,0,0
4850,0.05073402822532611,0.05073402822532611,1.74285994970682e-05,0.02,424,0,0
4900,0.05061197759911002,0.05061325172749417,1.04633543663958e-05,0.02,10,0,0
4950,0.05047904299158537,0.0504835018776639,4.660846205795982e-06,0.02,1,0,0
5000,0.05047904299158537,0.05047904299158536,4.908259652653736e-06,0.02,51,0,0
5050,0.05047904299158537,0.05047904299158536,4.688856013580966e-06,0.02,101,0,0
5100,0.05047904299158537,0.05047904299158536,4.291043096123861e-06,0.02,151,0,0
5150,0.05047318456258779,0.05047347748403769,5.698638138820719e-06,0.02,17,0,0
5200,0.05035308468196738,0.05035308468196734,5.9688375142514e-06,0.02,23,0,0
5250,0.05035308468196738,0.05035308468196734,5.92182755800047e-06,0.02,73,0,0
5300,0.05032342484633917,0.05032343011975175,5.831533985958714e-06,0.02,22,0,0
5350,0.05032342484633917,0.05032342484633914,5.846038012188369e-06,0.02,72,0,0
5400,0.05032342484633917,0.05032342484633914,5.855343782688999e-06,0.02,122,0,0
5450,0.05032342484633917,0.05032342484633914,5.868623658133245e-06,0.02,172,0,0
5500,0.05032342484633917,0.05032342484633914,5.84501734745755e-06,0.02,222,0,0
5550,0.05032342484633917,0.05032342484633914,5.838645646300751e-06,0.02,272,0,0
5600,0.05029954289003547,0.05030038374661442,4.180249702237814e-06,0.02,9,0,0
5650,0.05029954289003547,0.05029954289003549,4.818294650226884e-06,0.02,59,0,0
5700,0.05028457143758693,0.05028457143758697,4.629747986678043e-06,0.02,46,0,0
5750,0.05028457143758693,0.05028457143758697,4.643898225840809e-06,0.02,96,0,0
5800,0.05028457143758693,0.05028457143758697,4.634966165082878e-06,0.02,146,0,0
5850,0.05025091446464698,0.05027679715487726,4.671129876388421e-06,0.02,0,0,0
5900,0.05024117884854271,0.05024117884854268,1.959933427615822e-05,0.02,47,0,0
5950,0.05005791973756006,0.05008553530703466,1.151840940137738e-05,0.02,3,0,0
6000,0.05005791973756006,0.0500579197375601,1.277997875415459e-05,0.02,53,0,0
6050,0.05005791973756006,0.0500579197375601,1.128814693218862e-05,0.02,103,0,0
6100,0.05005791973756006,0.0500579197375601,1.159340237592651e-05,0.02,153,0,0
6150,0.05005791973756006,0.0500579197375601,1.123532289608107e-05,0.02,203,0,0
6200,0.05005791973756006,0.0500579197375601,1.133092199271803e-05,0.02,253,0,0
6250,0.0500396691148987,0.05004388905094218,7.956142815255915e-06,0.02,3,0,0
6300,0.0500396691148987,0.05003966911489873,7.946963928593446e-06,0.02,53,0,0
6350,0.0500396691148987,0.05003966911489873,7.88685626052423e-06,0.02,103,0,0
6400,0.0500396691148987,0.05003966911489873,7.912157335616991e-06,0.02,153,0,0
6450,0.0500396691148987,0.05003966911489873,7.942905391936551e-06,0.02,203,0,0
6500,0.0500396691148987,0.05003966911489873,7.963734162191228e-06,0.02,253,0,0
6550,0.05001961329041506,0.0500196132904151,8.931317770039138e-06,0.02,28,0,0
6600,0.05001961329041506,0.0500196132904151,8.901121707068257e-06,0.02,78,0,0
6650,0.05001961329041506,0.0500196132904151,8.895596806852371e-06,0.02,128,0,0
6700,0.05001961329041506,0.0500196132904151,8.995370870147277e-06,0.02,178,0,0
6750,0.05001961329041506,0.0500196132904151,8.607740164480879e-06,0.02,228,0,0
6800,0.05001961329041506,0.0500196132904151,8.565139250590436e-06,0.02,278,0,0
6850,0.05000104223121557,0.05000613916500665,1.328276163638653e-05,0.02,6,0,0
6900,0.05000104223121557,0.05000104223121558,1.335117292756059e-05,0.02,56,0,0
6950,0.04999866064434046,0.0499997987721365,9.603149587055839e-06,0.02,1,0,0
