Command: 'build_codex\Release\CED_Schedule.exe' '--solver' 'CCHIHH' '--stable' '--resample_gate' '15' '--cchihh_fixed_ops' '--data_dir' 'data' '--data_file' 'data_matrix_T200_E100_D300.txt' '--generations' '10000' '--log_every' '50' '--nsubpop' '8' '--seed' '6' '--cnum' '100' '--enum' '100' '--dnum' '300' '--tnum' '200' '--mopt' '5' '--cchihh_op_stats' 'results\operator_ablation\T200\fixedbest\op_freq_fixedbest_T200_run5.csv' '--cchihh_op_stats_every' '50' '--cchihh_global_stats' 'results\operator_ablation\T200\fixedbest\global_stats_fixedbest_T200_run5.csv' '--cchihh_global_stats_every' '50'
=== CED_Schedule Configuration ===
Data directory: "data"
Data file: data_matrix_T200_E100_D300.txt
Generations: 10000
Population size: 40
Random seed: 6
Pini (heuristic prob): 0.4
Objective alpha: 0.5
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/200/5
Migration: disabled
Stable mode: enabled
  resample_gate=15 reward_clip=0.2 eps0=0.2 eps_min=0.02 eps_k=0.01 lr0=0.05 lr_k=0.002
CCHIHH gate: enabled
CCHIHH blocks: enabled
CCHIHH migration: enabled
CCHIHH op mode: bandit
CCHIHH fixed ops: enabled
CCHIHH op stats: results\operator_ablation\T200\fixedbest\op_freq_fixedbest_T200_run5.csv
CCHIHH global stats: results\operator_ablation\T200\fixedbest\global_stats_fixedbest_T200_run5.csv
=================================
[Initial] Loading data from: "data\\data_matrix_T200_E100_D300.txt"
[Normalization] f1_ref (makespan) = 22665.1
[Normalization] f2_ref (energy) = 1877.05
[Normalization] alpha = 0.5

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=200, M_Jnum=200, M_OPTnum=5, ops=1000
  Nvar=2400, popsize=40, nSubpop=8
  Block 0 (offload): start=0, len=400
  Block 1 (seq): start=400, len=1000
  Block 2 (dev): start=1400, len=1000
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 0.101961
Gen 50: best_fit = 0.0791188
Gen 100: best_fit = 0.0726249
Gen 150: best_fit = 0.0684026
Gen 200: best_fit = 0.0660041
Gen 250: best_fit = 0.0630668
Gen 300: best_fit = 0.0609634
Gen 350: best_fit = 0.0594125
Gen 400: best_fit = 0.058669
Gen 450: best_fit = 0.0580428
Gen 500: best_fit = 0.0573283
Gen 550: best_fit = 0.0569586
Gen 600: best_fit = 0.0565135
Gen 650: best_fit = 0.0560559
Gen 700: best_fit = 0.0559588
Gen 750: best_fit = 0.0557722
Gen 800: best_fit = 0.0556777
Gen 850: best_fit = 0.0552459
Gen 900: best_fit = 0.0549631
Gen 950: best_fit = 0.0547335
Gen 1000: best_fit = 0.0544931
Gen 1050: best_fit = 0.0544779
Gen 1100: best_fit = 0.0543218
Gen 1150: best_fit = 0.0542527
Gen 1200: best_fit = 0.0541406
Gen 1250: best_fit = 0.0539669
Gen 1300: best_fit = 0.0539652
Gen 1350: best_fit = 0.0539194
Gen 1400: best_fit = 0.0537826
Gen 1450: best_fit = 0.0535837
Gen 1500: best_fit = 0.0534617
Gen 1550: best_fit = 0.0533986
Gen 1600: best_fit = 0.0532882
Gen 1650: best_fit = 0.0532589
Gen 1700: best_fit = 0.0532589
Gen 1750: best_fit = 0.0532589
Gen 1800: best_fit = 0.0532263
Gen 1850: best_fit = 0.0532085
Gen 1900: best_fit = 0.0532085
Gen 1950: best_fit = 0.0529366
Gen 2000: best_fit = 0.0529341
Gen 2050: best_fit = 0.0529341
Gen 2100: best_fit = 0.0529192
Gen 2150: best_fit = 0.0529192
Gen 2200: best_fit = 0.0528257
Gen 2250: best_fit = 0.052823
Gen 2300: best_fit = 0.052823
Gen 2350: best_fit = 0.052823
Gen 2400: best_fit = 0.0527688
Gen 2450: best_fit = 0.0527688
Gen 2500: best_fit = 0.0527094
Gen 2550: best_fit = 0.0526807
Gen 2600: best_fit = 0.0526172
Gen 2650: best_fit = 0.0525705
Gen 2700: best_fit = 0.0525557
