Command: 'build_codex\Release\CED_Schedule.exe' '--solver' 'CCHIHH' '--stable' '--resample_gate' '15' '--cchihh_fixed_ops' '--data_dir' 'data' '--data_file' 'data_matrix_T200_E100_D300.txt' '--generations' '10000' '--log_every' '50' '--nsubpop' '8' '--seed' '5' '--cnum' '100' '--enum' '100' '--dnum' '300' '--tnum' '200' '--mopt' '5' '--cchihh_op_stats' 'results\operator_ablation\T200\fixedbest\op_freq_fixedbest_T200_run4.csv' '--cchihh_op_stats_every' '50' '--cchihh_global_stats' 'results\operator_ablation\T200\fixedbest\global_stats_fixedbest_T200_run4.csv' '--cchihh_global_stats_every' '50'
=== CED_Schedule Configuration ===
Data directory: "data"
Data file: data_matrix_T200_E100_D300.txt
Generations: 10000
Population size: 40
Random seed: 5
Pini (heuristic prob): 0.4
Objective alpha: 0.5
Solver: CCHIHH
Cnum/Enum/Dnum/Tnum/Mopt: 100/100/300/200/5
Migration: disabled
Stable mode: enabled
  resample_gate=15 reward_clip=0.2 eps0=0.2 eps_min=0.02 eps_k=0.01 lr0=0.05 lr_k=0.002
CCHIHH gate: enabled
CCHIHH blocks: enabled
CCHIHH migration: enabled
CCHIHH op mode: bandit
CCHIHH fixed ops: enabled
CCHIHH op stats: results\operator_ablation\T200\fixedbest\op_freq_fixedbest_T200_run4.csv
CCHIHH global stats: results\operator_ablation\T200\fixedbest\global_stats_fixedbest_T200_run4.csv
=================================
[Initial] Loading data from: "data\\data_matrix_T200_E100_D300.txt"
[Normalization] f1_ref (makespan) = 22665.1
[Normalization] f2_ref (energy) = 1872.4
[Normalization] alpha = 0.5

=== Running CC-HIHH-UCB Solver ===
[CC-HIHH] Initializing solver...
  CE_Tnum=200, M_Jnum=200, M_OPTnum=5, ops=1000
  Nvar=2400, popsize=40, nSubpop=8
  Block 0 (offload): start=0, len=400
  Block 1 (seq): start=400, len=1000
  Block 2 (dev): start=1400, len=1000
[CC-HIHH] Initial evaluation...
[CC-HIHH] Initial gbest_fit = 0.101168
Gen 50: best_fit = 0.075474
Gen 100: best_fit = 0.0686819
Gen 150: best_fit = 0.0642217
Gen 200: best_fit = 0.061469
Gen 250: best_fit = 0.0589506
Gen 300: best_fit = 0.0570137
Gen 350: best_fit = 0.0556832
Gen 400: best_fit = 0.0546452
Gen 450: best_fit = 0.053944
Gen 500: best_fit = 0.0530028
Gen 550: best_fit = 0.0525273
Gen 600: best_fit = 0.0517867
Gen 650: best_fit = 0.0513849
Gen 700: best_fit = 0.0507431
Gen 750: best_fit = 0.0504343
Gen 800: best_fit = 0.0502361
Gen 850: best_fit = 0.049924
Gen 900: best_fit = 0.0494222
Gen 950: best_fit = 0.0493543
Gen 1000: best_fit = 0.0489657
Gen 1050: best_fit = 0.0488326
Gen 1100: best_fit = 0.0486117
Gen 1150: best_fit = 0.0483416
Gen 1200: best_fit = 0.0481644
Gen 1250: best_fit = 0.0479834
Gen 1300: best_fit = 0.0476658
Gen 1350: best_fit = 0.0475534
Gen 1400: best_fit = 0.0475449
Gen 1450: best_fit = 0.0475448
Gen 1500: best_fit = 0.0474843
Gen 1550: best_fit = 0.0474372
Gen 1600: best_fit = 0.0474296
Gen 1650: best_fit = 0.0474149
Gen 1700: best_fit = 0.0473519
Gen 1750: best_fit = 0.0473519
Gen 1800: best_fit = 0.0472272
Gen 1850: best_fit = 0.0472272
Gen 1900: best_fit = 0.0472272
Gen 1950: best_fit = 0.0471041
Gen 2000: best_fit = 0.0470774
Gen 2050: best_fit = 0.0470194
Gen 2100: best_fit = 0.0470194
Gen 2150: best_fit = 0.0470194
Gen 2200: best_fit = 0.0469645
Gen 2250: best_fit = 0.046925
Gen 2300: best_fit = 0.046925
Gen 2350: best_fit = 0.046925
Gen 2400: best_fit = 0.0468675
Gen 2450: best_fit = 0.0468288
Gen 2500: best_fit = 0.0467069
Gen 2550: best_fit = 0.0467069
Gen 2600: best_fit = 0.0467069
Gen 2650: best_fit = 0.0467006
Gen 2700: best_fit = 0.0467006
Gen 2750: best_fit = 0.0467006
Gen 2800: best_fit = 0.0466604
Gen 2850: best_fit = 0.0466604
Gen 2900: best_fit = 0.0466604
Gen 2950: best_fit = 0.0466604
Gen 3000: best_fit = 0.0466604
Gen 3050: best_fit = 0.0466604
Gen 3100: best_fit = 0.0466604
Gen 3150: best_fit = 0.0466604
Gen 3200: best_fit = 0.0466604
Gen 3250: best_fit = 0.0465918
Gen 3300: best_fit = 0.0465918
Gen 3350: best_fit = 0.0465918
Gen 3400: best_fit = 0.0465895
Gen 3450: best_fit = 0.0465895
Gen 3500: best_fit = 0.0465895
Gen 3550: best_fit = 0.0465895
Gen 3600: best_fit = 0.0465232
Gen 3650: best_fit = 0.0465227
Gen 3700: best_fit = 0.0465227
Gen 3750: best_fit = 0.0465227
Gen 3800: best_fit = 0.0465227
Gen 3850: best_fit = 0.0465227
Gen 3900: best_fit = 0.0464942
Gen 3950: best_fit = 0.0464942
Gen 4000: best_fit = 0.0464942
Gen 4050: best_fit = 0.0464942
Gen 4100: best_fit = 0.0464276
Gen 4150: best_fit = 0.0464063
Gen 4200: best_fit = 0.0463967
Gen 4250: best_fit = 0.046389
Gen 4300: best_fit = 0.0463599
Gen 4350: best_fit = 0.0463583
Gen 4400: best_fit = 0.0463583
Gen 4450: best_fit = 0.0463583
Gen 4500: best_fit = 0.0463583
Gen 4550: best_fit = 0.0463583
Gen 4600: best_fit = 0.0463473
Gen 4650: best_fit = 0.0463473
Gen 4700: best_fit = 0.0463473
Gen 4750: best_fit = 0.0463473
Gen 4800: best_fit = 0.0463435
Gen 4850: best_fit = 0.0463112
Gen 4900: best_fit = 0.0462981
Gen 4950: best_fit = 0.0462914
Gen 5000: best_fit = 0.0462914
Gen 5050: best_fit = 0.0462807
Gen 5100: best_fit = 0.0462807
